name,number,Name,AttendDate,Hours Attended
Natasha Romanov,WEB 1040,Building Dynamic UI with React.js,7/1/24,4.00
Natasha Romanov,WEB 1040,Building Dynamic UI with React.js,7/2/24,4.00
Natasha Romanov,WEB 1040,Building Dynamic UI with React.js,7/3/24,0.00
Natasha Romanov,WEB 1040,Building Dynamic UI with React.js,7/8/24,4.00
Natasha Romanov,WEB 1040,Building Dynamic UI with React.js,7/9/24,4.00
Natasha Romanov,WEB 1040,Building Dynamic UI with React.js,7/10/24,4.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/11/24,0.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/12/24,4.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/15/24,1.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/16/24,4.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/17/24,4.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/18/24,4.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/19/24,0.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/22/24,0.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/23/24,4.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/25/24,4.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/26/24,4.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/29/24,4.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/30/24,2.00
Natasha Romanov,WEB 1050,Introduction to Databases,7/31/24,0.00
Natasha Romanov,WEB 1050,Introduction to Databases,8/1/24,4.00
Natasha Romanov,WEB 1060,Collaborative Development: Real-World Group Project,8/2/24,4.00
Natasha Romanov,WEB 1060,Collaborative Development: Real-World Group Project,8/5/24,4.00
Natasha Romanov,WEB 1060,Collaborative Development: Real-World Group Project,8/6/24,4.00
Natasha Romanov,WEB 1060,Collaborative Development: Real-World Group Project,8/7/24,0.00
Natasha Romanov,WEB 1060,Collaborative Development: Real-World Group Project,8/8/24,0.00
Natasha Romanov,WEB 1060,Collaborative Development: Real-World Group Project,8/9/24,4.00
Natasha Romanov,WEB 1060,Collaborative Development: Real-World Group Project,8/12/24,4.00
